1046	227
1046	410
1046	625
1046	634
1046	652
1046	657
1046	686
1046	717
1046	818
1046	872
1046	961
1046	986
1046	1198
1046	1476
1046	1506
1046	1541
1046	1562
1046	1582
1046	1629
1046	1756
1046	1808
1046	1837
1046	1874
1046	2071
1046	2123
1046	2169
1046	2323
1046	2395
1046	2424
1046	2452
1046	2626
1046	2655
1046	2683
1046	2715
1046	2909
1046	2942
1046	2962
1046	2994
1046	3058
1046	3086
1046	3193
1046	3194
1046	3261
1046	3414
1046	3427
1046	3535
1046	3582
1046	3679
1046	3991
1046	4067
1046	4133
1046	4172
1046	4185
1046	4291
1046	4436
1046	4470
1046	4726
1046	4916
1046	4928
1046	5056
1046	5074
1046	5092
1046	5115
1046	5179
1046	5234
1046	5365
1046	5402
1046	5431
1046	5470
1046	5515
1046	5541
1046	5573
1046	5580
1046	5637
1046	5775
1046	5840
1046	5975
1046	6077
1046	6258
1046	6383
1046	6447
1046	6467
1046	6518
1046	6532
1046	6536
1046	6609
1046	6656
1046	6747
1046	6762
1046	6937
1046	6975
1046	6981
1046	7118
1046	7173
1046	7188
1046	7305
1046	7415
1046	7530
1046	7660
1046	7680
1046	7830
1046	7927
1046	8094
1046	8100
1046	8104
1046	8128
1046	8143
1046	8158
1046	8168
1046	8185
1046	8209
1046	8214
1046	8381
1046	8437
1046	8548
1046	8590
1046	8664
1046	8700
1046	8740
1046	8754
1046	8758
1046	8774
1046	8828
1046	9187
1046	9300
1046	9327
1046	9406
1046	9430
1046	9439
1046	9587
1046	9657
1046	9676
1046	9717
1046	9726
1046	9790
1046	9866
1046	10214
1046	10242
1046	10361
1046	10380
1046	10574
1046	10638
1046	10646
1046	10749
1046	10798
1046	10965
1046	11105
1046	11241
1046	11247
1046	11297
1046	11299
1046	11302
1046	11343
1046	11389
1046	11410
1046	11414
1046	11455
1046	11489
1046	11545
1046	11550
1046	11582
1046	11811
1046	11904
1046	11906
1046	11983
1046	12231
1046	12414
1046	12424
1046	12485
1046	12524
1046	12541
1046	12570
1046	12598
1046	12777
1046	12813
1046	12822
1046	12825
1046	12853
1046	12917
1046	12918
1046	13042
1046	13063
1046	13104
1046	13115
1046	13145
1046	13162
1046	13332
